ph,ec,oc,n,p,k,s,z,b,fe,mn,cu,name
7.44,0.63,1.77,42,113,74,23.48,0.63,0.55,2.86,1.49,0.09,Soyabean
6.76,0.67,1.8,55,90,79,15.44,0.79,0.6,2.77,1.18,0.12,Soyabean
6.18,0.73,1.02,49,86,74,21.45,0.64,0.57,2.78,1.76,0.09,Soyabean
6.39,0.74,1.51,57,102,76,24.3,0.78,0.51,2.7,1.45,0.09,Soyabean
7.4,0.75,1.99,47,106,72,20.64,0.72,0.55,2.74,1.75,0.14,Soyabean
7.34,0.77,1.74,59,102,66,23.2,0.72,0.52,2.83,1.62,0.1,Soyabean
6.42,0.63,1.83,51,117,79,15.09,0.72,0.52,2.82,1.22,0.09,Soyabean
6.49,0.8,1.04,51,96,77,19.77,0.63,0.6,2.53,1.68,0.12,Soyabean
7.3,0.69,1.61,50,116,71,18.71,0.72,0.56,2.97,1.63,0.08,Soyabean
7.41,0.77,1.82,44,113,69,21.48,0.72,0.53,2.61,1.19,0.14,Soyabean
6.97,0.8,1.43,58,117,69,15.48,0.6,0.59,2.52,1.57,0.13,Soyabean
6.62,0.8,1.52,52,95,75,17.04,0.77,0.51,2.81,1.24,0.15,Soyabean
6.83,0.72,1.29,44,92,76,21.84,0.66,0.54,2.62,1.55,0.11,Soyabean
7.14,0.78,1.35,58,102,76,24.29,0.66,0.51,2.74,1.33,0.13,Soyabean
6.47,0.61,1.0,49,102,70,19.08,0.69,0.59,2.7,1.47,0.14,Soyabean
6.8,0.72,1.12,43,109,66,16.94,0.78,0.6,2.57,1.18,0.12,Soyabean
6.54,0.64,1.09,54,88,77,21.06,0.74,0.6,2.84,1.68,0.11,Soyabean
6.71,0.67,1.69,50,99,72,15.01,0.76,0.56,2.8,1.62,0.13,Soyabean
6.66,0.76,1.58,41,92,66,23.7,0.72,0.51,2.82,1.29,0.12,Soyabean
7.38,0.74,1.87,50,96,75,15.97,0.61,0.5,2.78,1.5,0.1,Soyabean
7.0,0.77,1.77,41,105,65,22.11,0.61,0.5,2.96,1.67,0.11,Soyabean
6.42,0.77,1.46,54,89,79,16.44,0.66,0.57,2.72,1.11,0.09,Soyabean
6.45,0.64,1.88,48,97,69,23.63,0.75,0.57,2.93,1.1,0.14,Soyabean
7.17,0.8,1.65,42,86,69,23.0,0.6,0.56,2.89,1.29,0.09,Soyabean
6.81,0.73,1.48,48,89,79,23.0,0.78,0.52,2.7,1.35,0.1,Soyabean
6.24,0.78,2.0,45,88,69,17.93,0.75,0.5,2.61,1.15,0.08,Soyabean
6.38,0.66,1.11,57,113,74,24.26,0.76,0.59,2.69,1.7,0.15,Soyabean
6.35,0.8,1.38,48,83,79,22.54,0.74,0.57,2.68,1.21,0.16,Soyabean
6.16,0.74,1.32,41,109,72,15.82,0.66,0.52,2.97,1.27,0.15,Soyabean
6.97,0.67,1.6,41,83,66,18.14,0.61,0.58,2.82,1.24,0.11,Soyabean
6.86,0.73,1.99,41,82,65,20.32,0.76,0.59,2.87,1.76,0.14,Soyabean
7.42,0.65,1.34,45,83,66,23.28,0.65,0.57,2.71,1.21,0.09,Soyabean
6.6,0.64,1.29,56,110,72,23.76,0.65,0.52,2.84,1.6,0.13,Soyabean
7.38,0.65,1.71,45,112,73,19.04,0.63,0.56,2.51,1.71,0.13,Soyabean
6.61,0.64,1.23,47,91,77,17.01,0.76,0.53,2.86,1.19,0.09,Soyabean
6.58,0.74,1.64,42,109,72,15.18,0.78,0.57,2.61,1.63,0.1,Soyabean
6.15,0.63,1.09,41,84,72,15.01,0.78,0.51,2.75,1.75,0.13,Soyabean
6.01,0.69,1.83,56,105,67,23.76,0.65,0.51,2.53,1.41,0.15,Soyabean
7.05,0.66,1.31,42,81,79,19.39,0.62,0.56,2.52,1.69,0.12,Soyabean
7.24,0.61,1.6,48,111,76,23.75,0.64,0.54,2.71,1.75,0.1,Soyabean
7.07,0.66,1.18,53,119,79,22.59,0.75,0.56,2.88,1.43,0.14,Soyabean
6.68,0.65,1.34,49,100,73,18.36,0.6,0.6,2.59,1.19,0.11,Soyabean
7.0,0.76,1.87,41,115,77,24.91,0.72,0.53,2.88,1.55,0.13,Soyabean
6.1,0.75,1.3,46,90,74,24.19,0.79,0.53,2.74,1.57,0.16,Soyabean
6.62,0.61,1.09,54,104,70,19.6,0.76,0.55,2.6,1.42,0.13,Soyabean
6.69,0.74,2.0,52,94,77,19.22,0.66,0.56,2.89,1.17,0.09,Soyabean
7.21,0.8,1.43,45,117,77,21.96,0.63,0.55,2.66,1.7,0.14,Soyabean
6.41,0.76,1.26,54,88,69,23.46,0.64,0.58,2.98,1.53,0.08,Soyabean
7.45,0.72,1.57,54,119,65,24.22,0.61,0.53,2.93,1.23,0.11,Soyabean
7.18,0.78,1.76,59,84,79,17.16,0.7,0.57,2.9,1.29,0.12,Soyabean
7.46,0.66,1.28,48,104,79,17.39,0.63,0.52,2.73,1.43,0.09,Soyabean
6.09,0.77,1.0,42,88,77,17.78,0.61,0.55,2.62,1.65,0.11,Soyabean
6.47,0.73,1.46,54,102,77,24.87,0.76,0.58,2.93,1.12,0.16,Soyabean
6.36,0.71,1.51,44,108,74,22.68,0.76,0.58,2.97,1.11,0.13,Soyabean
6.72,0.7,1.22,41,100,76,15.14,0.73,0.59,2.7,1.1,0.13,Soyabean
7.39,0.75,1.92,55,116,76,23.39,0.65,0.58,2.85,1.67,0.09,Soyabean
6.21,0.6,1.75,53,89,68,19.0,0.61,0.56,2.92,1.36,0.12,Soyabean
6.39,0.79,1.97,43,81,72,17.41,0.78,0.59,2.93,1.13,0.14,Soyabean
6.58,0.77,1.6,40,99,71,22.46,0.78,0.53,2.87,1.33,0.13,Soyabean
6.88,0.76,1.3,46,111,76,16.79,0.66,0.59,2.62,1.11,0.09,Soyabean
6.65,0.67,1.77,59,101,66,16.1,0.69,0.53,2.54,1.31,0.13,Soyabean
6.44,0.71,1.19,44,83,76,19.55,0.73,0.57,2.84,1.13,0.15,Soyabean
6.28,0.77,1.44,58,94,77,19.83,0.69,0.56,2.62,1.4,0.14,Soyabean
6.64,0.68,1.25,59,87,65,20.2,0.79,0.52,2.83,1.38,0.15,Soyabean
7.02,0.68,1.66,44,115,67,24.73,0.72,0.56,2.69,1.71,0.12,Soyabean
6.32,0.72,1.08,47,97,72,20.36,0.79,0.58,2.94,1.32,0.16,Soyabean
6.06,0.7,1.55,41,103,79,19.69,0.68,0.57,2.54,1.53,0.16,Soyabean
7.41,0.63,1.75,59,94,79,24.34,0.62,0.58,2.72,1.45,0.11,Soyabean
6.24,0.69,1.34,44,109,79,19.34,0.66,0.54,2.79,1.3,0.09,Soyabean
6.47,0.63,1.69,59,91,66,20.29,0.74,0.59,2.91,1.61,0.12,Soyabean
6.0,0.71,1.85,41,115,68,15.89,0.6,0.56,2.5,1.22,0.1,Soyabean
7.47,0.72,1.88,40,108,74,23.98,0.63,0.55,2.55,1.3,0.13,Soyabean
6.57,0.73,1.72,43,97,79,19.33,0.64,0.6,2.52,1.61,0.15,Soyabean
6.14,0.6,1.71,50,110,66,23.94,0.62,0.59,2.78,1.62,0.09,Soyabean
6.54,0.68,1.77,41,106,77,18.35,0.79,0.55,2.5,1.63,0.15,Soyabean
6.19,0.73,1.02,41,88,67,24.72,0.72,0.57,2.78,1.44,0.12,Soyabean
6.6,0.65,1.21,47,99,72,22.61,0.63,0.52,2.76,1.59,0.14,Soyabean
6.08,0.65,1.24,57,105,65,22.63,0.77,0.52,2.64,1.7,0.09,Soyabean
6.05,0.66,1.36,43,89,78,18.45,0.79,0.51,2.68,1.61,0.14,Soyabean
6.41,0.69,1.95,43,89,77,16.43,0.64,0.53,2.87,1.15,0.16,Soyabean
7.25,0.73,1.56,50,92,65,24.61,0.74,0.55,2.67,1.79,0.09,Soyabean
7.43,0.71,1.05,52,117,68,15.4,0.71,0.56,2.95,1.65,0.14,Soyabean
6.5,0.75,1.72,48,91,75,15.44,0.68,0.51,2.68,1.14,0.14,Soyabean
7.33,0.65,1.36,47,111,67,21.44,0.8,0.58,2.77,1.36,0.1,Soyabean
6.83,0.77,1.09,50,84,78,16.66,0.66,0.55,2.72,1.49,0.14,Soyabean
6.2,0.63,1.02,52,88,77,19.77,0.78,0.55,2.54,1.41,0.08,Soyabean
6.17,0.66,1.82,55,100,70,23.92,0.63,0.57,2.9,1.78,0.15,Soyabean
7.34,0.64,1.29,55,94,67,22.68,0.64,0.57,2.7,1.27,0.15,Soyabean
6.14,0.78,1.88,42,98,78,23.05,0.77,0.51,2.71,1.49,0.14,Soyabean
6.23,0.78,1.7,49,81,67,23.97,0.66,0.56,2.51,1.46,0.1,Soyabean
7.09,0.74,1.28,51,100,79,20.76,0.65,0.55,2.7,1.28,0.15,Soyabean
6.63,0.79,1.53,46,89,78,23.19,0.63,0.56,2.95,1.21,0.12,Soyabean
6.84,0.76,1.4,41,89,76,16.87,0.61,0.58,2.91,1.68,0.16,Soyabean
6.68,0.74,1.42,42,82,79,22.74,0.78,0.54,2.77,1.79,0.11,Soyabean
6.08,0.69,1.94,51,80,72,15.36,0.7,0.54,2.72,1.36,0.08,Soyabean
6.14,0.64,1.13,51,95,66,17.87,0.76,0.54,2.98,1.61,0.12,Soyabean
7.22,0.66,1.98,44,115,66,19.57,0.69,0.59,2.54,1.43,0.14,Soyabean
6.14,0.76,1.0,42,99,71,17.68,0.75,0.53,2.93,1.38,0.15,Soyabean
6.9,0.61,1.37,58,88,72,18.03,0.79,0.56,2.72,1.77,0.08,Soyabean
6.08,0.68,1.67,45,107,76,19.74,0.76,0.58,2.88,1.73,0.11,Soyabean
6.6,0.72,1.46,40,98,68,19.83,0.66,0.55,2.74,1.11,0.13,Soyabean
6.63,0.61,1.21,41,97,79,24.15,0.74,0.57,2.63,1.2,0.15,Soyabean
6.84,0.64,1.71,54,85,69,16.29,0.61,0.53,2.61,1.18,0.15,Soyabean
7.21,0.67,1.14,50,85,69,19.93,0.7,0.57,2.75,1.7,0.11,Soyabean
7.15,0.79,1.78,52,87,66,22.44,0.69,0.54,2.61,1.51,0.09,Soyabean
7.0,0.71,1.04,49,85,72,15.88,0.72,0.54,2.85,1.29,0.09,Soyabean
7.18,0.63,1.8,51,109,72,24.13,0.65,0.53,2.67,1.53,0.15,Soyabean
6.58,0.78,1.34,59,98,73,22.68,0.72,0.56,2.94,1.74,0.12,Soyabean
6.98,0.67,1.73,54,86,65,24.63,0.7,0.59,2.67,1.13,0.11,Soyabean
6.93,0.6,1.12,49,107,79,20.33,0.72,0.56,2.67,1.47,0.1,Soyabean
7.28,0.78,1.72,45,83,78,16.08,0.75,0.53,2.77,1.29,0.09,Soyabean
7.12,0.73,1.15,54,114,65,19.52,0.65,0.55,2.93,1.18,0.11,Soyabean
6.6,0.61,1.0,53,96,75,21.24,0.63,0.59,2.52,1.7,0.12,Soyabean
7.15,0.62,1.91,50,115,67,15.2,0.68,0.58,2.7,1.59,0.13,Soyabean
6.9,0.74,1.39,45,96,76,18.9,0.65,0.57,2.89,1.13,0.12,Soyabean
6.79,0.75,1.21,54,93,67,24.29,0.7,0.54,2.81,1.59,0.13,Soyabean
7.45,0.65,1.68,54,89,69,19.62,0.66,0.55,2.66,1.5,0.09,Soyabean
6.35,0.68,1.55,45,93,79,21.12,0.67,0.5,2.55,1.75,0.16,Soyabean
6.09,0.62,1.22,51,111,70,24.4,0.61,0.6,2.75,1.42,0.13,Soyabean
6.52,0.66,1.26,46,96,75,20.93,0.72,0.53,2.82,1.34,0.15,Soyabean
6.08,0.74,1.09,54,93,66,17.86,0.72,0.55,2.62,1.39,0.12,Soyabean
6.17,0.61,1.6,42,111,69,16.44,0.61,0.56,2.61,1.55,0.1,Soyabean
6.75,0.63,1.63,49,81,77,19.71,0.66,0.52,2.97,1.13,0.09,Soyabean
7.0,0.79,1.4,57,117,71,17.96,0.68,0.58,2.64,1.58,0.09,Soyabean
6.3,0.76,1.39,40,114,65,24.03,0.6,0.58,2.59,1.74,0.14,Soyabean
6.6,0.67,1.98,43,84,69,20.23,0.72,0.51,2.64,1.29,0.12,Soyabean
6.01,0.69,1.14,51,98,69,15.99,0.63,0.52,2.95,1.42,0.14,Soyabean
6.58,0.71,1.27,56,104,72,20.1,0.61,0.52,2.73,1.41,0.1,Soyabean
6.99,0.68,1.97,46,112,67,15.63,0.6,0.5,2.88,1.14,0.13,Soyabean
6.58,0.68,1.78,42,102,79,21.26,0.79,0.5,2.56,1.18,0.15,Soyabean
6.49,0.72,1.96,59,118,79,15.87,0.62,0.59,2.74,1.3,0.12,Soyabean
7.07,0.75,1.99,55,117,74,21.3,0.79,0.58,2.94,1.7,0.14,Soyabean
6.32,0.78,1.37,51,105,78,19.63,0.68,0.57,2.89,1.29,0.1,Soyabean
7.17,0.6,1.21,50,81,78,20.76,0.79,0.58,2.56,1.52,0.16,Soyabean
7.47,0.74,1.52,58,117,74,24.99,0.68,0.56,2.51,1.14,0.1,Soyabean
6.9,0.74,1.72,48,100,79,19.54,0.74,0.51,2.63,1.64,0.09,Soyabean
7.49,0.73,1.46,40,81,71,19.9,0.74,0.58,2.52,1.26,0.1,Soyabean
7.43,0.65,1.17,56,91,68,17.34,0.65,0.52,2.53,1.11,0.16,Soyabean
6.78,0.69,1.95,56,84,77,21.09,0.71,0.58,2.5,1.12,0.12,Soyabean
6.18,0.75,1.42,51,101,67,18.95,0.66,0.52,2.92,1.63,0.13,Soyabean
7.18,0.63,1.28,40,102,66,16.94,0.69,0.51,2.77,1.38,0.08,Soyabean
7.28,0.71,1.89,54,115,73,23.3,0.79,0.6,2.78,1.57,0.14,Soyabean
6.69,0.73,1.41,46,101,70,21.48,0.77,0.53,2.74,1.19,0.1,Soyabean
6.51,0.76,1.3,40,106,66,23.41,0.61,0.51,2.98,1.2,0.1,Soyabean
6.83,0.62,1.51,54,112,76,16.4,0.65,0.52,2.78,1.37,0.1,Soyabean
6.54,0.75,1.67,44,115,79,17.78,0.79,0.56,2.63,1.11,0.14,Soyabean
6.19,0.71,1.05,59,88,75,20.05,0.73,0.51,2.8,1.57,0.12,Soyabean
7.28,0.79,1.8,45,111,76,23.09,0.76,0.56,2.93,1.16,0.16,Soyabean
7.27,0.78,1.71,40,110,74,18.19,0.76,0.51,2.85,1.45,0.09,Soyabean
6.69,0.65,1.28,50,103,77,17.91,0.76,0.55,2.75,1.48,0.1,Soyabean
7.36,0.74,1.45,49,92,73,16.91,0.72,0.51,2.86,1.15,0.1,Soyabean
7.25,0.77,1.34,46,116,70,22.59,0.71,0.51,2.76,1.15,0.11,Soyabean
6.5,0.62,1.8,42,119,69,18.77,0.74,0.55,2.52,1.33,0.09,Soyabean
7.2,0.7,1.0,59,93,68,16.4,0.79,0.57,2.89,1.44,0.13,Soyabean
7.39,0.69,1.37,53,81,73,18.72,0.78,0.55,2.89,1.6,0.13,Soyabean
7.3,0.75,1.67,48,118,68,22.99,0.64,0.54,2.91,1.45,0.1,Soyabean
6.84,0.66,1.91,49,102,73,16.29,0.79,0.51,2.76,1.34,0.12,Soyabean
6.66,0.7,1.72,48,117,67,15.62,0.68,0.53,2.97,1.5,0.09,Soyabean
6.42,0.62,1.09,44,119,76,22.13,0.74,0.51,2.65,1.31,0.14,Soyabean
6.48,0.78,1.67,49,99,65,17.19,0.75,0.56,2.77,1.6,0.15,Soyabean
6.44,0.73,1.13,53,114,78,20.65,0.73,0.51,2.76,1.16,0.1,Soyabean
7.09,0.76,1.44,53,105,67,15.88,0.63,0.5,2.84,1.48,0.1,Soyabean
7.44,0.7,1.42,50,90,65,18.9,0.63,0.55,2.86,1.71,0.13,Soyabean
6.41,0.62,1.56,56,80,70,17.22,0.7,0.53,2.8,1.26,0.15,Soyabean
6.56,0.64,1.54,58,104,74,22.75,0.69,0.58,2.51,1.53,0.09,Soyabean
6.91,0.69,1.01,58,91,70,22.49,0.66,0.6,2.67,1.61,0.14,Soyabean
7.28,0.63,1.04,40,91,76,21.15,0.65,0.56,2.81,1.33,0.1,Soyabean
6.18,0.76,1.73,44,93,73,24.01,0.66,0.55,2.67,1.42,0.15,Soyabean
6.34,0.66,1.35,48,99,76,22.26,0.68,0.57,2.59,1.44,0.13,Soyabean
6.04,0.78,1.84,52,109,74,24.1,0.79,0.54,2.73,1.78,0.09,Soyabean
6.53,0.64,1.71,49,89,76,21.18,0.63,0.52,2.68,1.44,0.14,Soyabean
7.4,0.77,1.25,47,101,70,15.44,0.67,0.54,2.62,1.63,0.11,Soyabean
6.4,0.76,1.59,40,118,69,22.15,0.64,0.53,2.81,1.14,0.15,Soyabean
6.28,0.7,1.28,44,84,71,22.18,0.68,0.53,2.85,1.42,0.15,Soyabean
6.05,0.64,1.88,47,111,70,16.28,0.72,0.59,2.66,1.24,0.15,Soyabean
7.08,0.62,1.94,53,96,72,20.81,0.74,0.51,2.6,1.49,0.13,Soyabean
7.48,0.8,1.65,54,81,79,18.62,0.74,0.59,2.93,1.51,0.08,Soyabean
6.66,0.77,1.05,50,119,78,19.72,0.65,0.58,2.96,1.76,0.14,Soyabean
7.3,0.8,1.0,52,101,79,16.37,0.77,0.56,2.94,1.65,0.1,Soyabean
6.7,0.64,1.75,57,104,73,24.0,0.77,0.51,2.75,1.72,0.16,Soyabean
6.15,0.78,1.9,48,101,78,20.33,0.68,0.51,2.75,1.59,0.13,Soyabean
7.16,0.77,1.92,40,83,75,15.46,0.77,0.55,2.73,1.17,0.13,Soyabean
7.18,0.69,1.38,42,80,66,24.29,0.71,0.57,2.66,1.25,0.14,Soyabean
6.18,0.73,1.77,55,95,67,21.85,0.73,0.51,2.58,1.12,0.14,Soyabean
6.53,0.7,1.98,48,111,77,19.45,0.68,0.55,2.76,1.14,0.11,Soyabean
7.2,0.73,1.59,54,91,66,15.23,0.61,0.56,2.7,1.77,0.13,Soyabean
6.79,0.7,1.8,59,117,69,16.56,0.72,0.56,2.73,1.62,0.12,Soyabean
7.49,0.62,1.48,47,112,75,23.12,0.78,0.51,2.51,1.25,0.11,Soyabean
6.16,0.62,1.6,57,117,79,17.04,0.73,0.52,2.51,1.69,0.13,Soyabean
7.16,0.73,1.35,51,89,69,19.12,0.69,0.52,2.54,1.58,0.08,Soyabean
7.25,0.76,1.53,42,93,69,15.28,0.61,0.56,2.91,1.34,0.14,Soyabean
7.29,0.71,1.48,50,91,65,24.51,0.6,0.59,2.75,1.67,0.13,Soyabean
6.18,0.72,1.67,51,93,77,18.04,0.61,0.52,2.92,1.52,0.14,Soyabean
6.61,0.77,1.79,51,107,68,15.25,0.77,0.6,2.73,1.69,0.1,Soyabean
6.39,0.72,1.22,59,90,73,24.1,0.75,0.51,2.61,1.15,0.12,Soyabean
6.84,0.73,1.1,53,117,69,19.86,0.63,0.6,2.64,1.66,0.14,Soyabean
6.16,0.64,1.7,42,92,67,15.43,0.73,0.57,2.84,1.57,0.09,Soyabean
7.16,0.63,1.85,43,97,77,24.11,0.73,0.53,2.72,1.46,0.1,Soyabean
6.04,0.76,1.94,40,92,72,21.13,0.75,0.55,2.72,1.39,0.1,Soyabean
7.29,0.7,1.58,55,91,73,22.97,0.77,0.52,2.74,1.66,0.11,Soyabean
6.21,0.72,1.32,48,107,78,19.47,0.61,0.57,2.88,1.16,0.16,Soyabean
6.39,0.68,1.18,41,112,71,21.71,0.8,0.57,2.61,1.21,0.1,Soyabean
6.61,0.7,1.88,41,118,65,23.21,0.64,0.57,2.79,1.54,0.15,Soyabean
6.99,0.73,1.4,59,81,67,17.56,0.67,0.56,2.93,1.63,0.12,Soyabean
7.06,0.69,1.59,56,107,66,24.94,0.73,0.5,2.64,1.23,0.1,Soyabean
6.23,0.74,1.98,58,102,70,17.71,0.78,0.54,2.51,1.75,0.08,Soyabean
6.19,0.75,1.03,55,107,73,21.67,0.65,0.53,2.81,1.66,0.12,Soyabean
6.03,0.62,1.34,43,109,67,17.15,0.64,0.58,2.65,1.13,0.13,Soyabean
6.24,0.72,1.49,55,110,69,19.26,0.62,0.51,2.87,1.13,0.09,Soyabean
7.31,0.76,1.81,51,89,73,22.05,0.72,0.58,2.79,1.3,0.14,Soyabean
6.78,0.71,1.09,41,117,66,20.77,0.75,0.59,2.66,1.24,0.11,Soyabean
6.02,0.66,1.26,51,89,79,18.48,0.75,0.51,2.84,1.52,0.13,Soyabean
6.58,0.62,1.57,42,91,78,15.07,0.62,0.57,2.93,1.2,0.14,Soyabean
7.46,0.65,1.51,50,97,75,22.32,0.79,0.56,2.52,1.3,0.13,Soyabean
6.5,0.7,1.55,55,83,74,16.18,0.72,0.6,2.64,1.5,0.09,Soyabean
7.07,0.79,1.67,49,80,70,18.1,0.72,0.51,2.99,1.26,0.11,Soyabean
6.87,0.78,1.88,57,111,65,24.09,0.74,0.51,2.84,1.5,0.14,Soyabean
6.24,0.72,1.17,52,89,71,22.05,0.67,0.57,2.9,1.27,0.09,Soyabean
6.02,0.72,1.82,49,93,78,22.35,0.7,0.58,2.85,1.21,0.11,Soyabean
7.08,0.63,1.09,55,105,73,17.59,0.78,0.51,2.84,1.53,0.15,Soyabean
6.88,0.64,1.25,46,115,77,18.18,0.64,0.5,2.99,1.23,0.13,Soyabean
6.86,0.71,1.22,43,91,69,23.46,0.75,0.57,2.83,1.74,0.09,Soyabean
6.21,0.72,1.83,51,91,65,15.3,0.8,0.53,2.79,1.56,0.09,Soyabean
7.39,0.66,1.4,42,91,72,15.34,0.75,0.52,2.87,1.75,0.14,Soyabean
6.21,0.71,1.35,52,104,74,20.95,0.68,0.54,2.83,1.7,0.15,Soyabean
6.22,0.64,1.15,51,118,67,19.66,0.74,0.52,2.83,1.15,0.11,Soyabean
6.29,0.76,1.87,45,87,65,19.43,0.65,0.54,2.61,1.62,0.13,Soyabean
7.28,0.68,1.68,58,95,65,19.52,0.8,0.51,2.71,1.76,0.13,Soyabean
6.9,0.7,1.7,43,101,75,17.54,0.72,0.54,2.54,1.6,0.09,Soyabean
6.7,0.78,1.02,42,88,79,23.24,0.61,0.55,2.55,1.75,0.13,Soyabean
7.27,0.65,1.01,52,109,76,22.9,0.72,0.59,2.68,1.78,0.13,Soyabean
7.14,0.68,1.65,45,109,77,16.37,0.67,0.58,2.54,1.14,0.09,Soyabean
6.51,0.77,1.9,55,98,73,16.39,0.72,0.59,2.67,1.65,0.15,Soyabean
6.77,0.67,1.32,54,110,68,24.61,0.62,0.5,2.57,1.7,0.1,Soyabean
7.36,0.71,1.64,57,115,71,15.81,0.61,0.57,2.84,1.68,0.08,Soyabean
6.39,0.79,1.29,52,118,74,20.19,0.76,0.55,2.66,1.48,0.16,Soyabean
6.77,0.63,1.4,52,103,77,19.02,0.62,0.5,2.58,1.35,0.09,Soyabean
7.35,0.79,1.54,42,97,71,17.19,0.6,0.55,2.66,1.7,0.08,Soyabean
6.95,0.63,1.2,46,81,71,23.72,0.71,0.59,2.54,1.44,0.1,Soyabean
7.02,0.67,1.64,53,104,78,23.48,0.62,0.56,2.96,1.13,0.1,Soyabean
7.33,0.63,1.69,59,85,65,24.77,0.75,0.53,2.84,1.75,0.14,Soyabean
6.8,0.76,1.59,41,112,69,23.35,0.63,0.52,2.66,1.59,0.11,Soyabean
7.34,0.71,1.15,46,110,79,15.13,0.79,0.53,2.55,1.73,0.13,Soyabean
7.21,0.65,1.32,47,92,70,16.25,0.68,0.52,2.97,1.24,0.15,Soyabean
6.65,0.65,1.58,59,104,68,16.37,0.64,0.57,2.58,1.65,0.1,Soyabean
7.22,0.77,1.08,45,89,69,23.49,0.74,0.52,2.89,1.22,0.15,Soyabean
7.36,0.63,1.83,43,100,71,20.93,0.73,0.59,2.71,1.76,0.13,Soyabean
7.29,0.77,1.63,54,92,74,24.05,0.78,0.51,2.98,1.48,0.12,Soyabean
6.4,0.78,1.38,51,105,68,17.84,0.73,0.56,2.94,1.42,0.15,Soyabean
7.42,0.67,1.08,54,84,69,15.11,0.79,0.52,2.69,1.8,0.13,Soyabean
6.97,0.69,1.78,54,93,69,23.99,0.65,0.59,2.59,1.66,0.16,Soyabean
7.39,0.63,1.52,58,110,75,22.83,0.76,0.58,2.65,1.55,0.15,Soyabean
7.08,0.76,1.59,40,112,71,17.82,0.71,0.56,2.97,1.29,0.11,Soyabean
7.45,0.72,1.83,47,117,76,21.89,0.7,0.59,2.56,1.46,0.15,Soyabean
6.65,0.63,1.09,46,101,69,16.21,0.77,0.57,2.77,1.29,0.12,Soyabean
6.96,0.71,1.64,50,103,79,16.15,0.61,0.51,2.71,1.37,0.16,Soyabean
6.1,0.69,1.28,41,112,68,23.91,0.77,0.51,2.55,1.21,0.13,Soyabean
7.47,0.71,1.13,49,113,67,21.3,0.75,0.57,2.95,1.8,0.11,Soyabean
6.39,0.63,1.68,51,102,77,19.89,0.63,0.56,2.78,1.26,0.12,Soyabean
7.2,0.7,1.91,52,114,68,20.67,0.64,0.54,2.94,1.73,0.16,Soyabean
6.09,0.77,1.47,57,114,79,17.53,0.77,0.56,2.95,1.3,0.12,Soyabean
7.17,0.72,1.4,46,93,77,19.54,0.65,0.55,2.79,1.4,0.12,Soyabean
7.44,0.61,1.34,54,86,69,21.69,0.74,0.57,2.66,1.76,0.09,Soyabean
7.29,0.79,1.63,53,91,79,17.62,0.69,0.55,2.79,1.68,0.08,Soyabean
6.79,0.63,1.61,55,100,74,24.73,0.75,0.53,2.94,1.26,0.16,Soyabean
6.69,0.61,1.49,42,93,66,17.24,0.63,0.52,2.59,1.43,0.08,Soyabean
7.35,0.67,1.76,40,85,75,22.16,0.74,0.55,2.78,1.51,0.1,Soyabean
6.18,0.78,1.11,55,117,65,23.51,0.78,0.55,2.82,1.65,0.15,Soyabean
7.19,0.7,1.41,46,115,76,17.05,0.65,0.55,2.54,1.62,0.11,Soyabean
6.58,0.75,1.29,41,82,70,16.24,0.68,0.51,2.68,1.14,0.09,Soyabean
6.27,0.74,1.87,54,86,75,17.16,0.69,0.53,2.84,1.54,0.1,Soyabean
6.45,0.72,1.48,40,106,75,22.6,0.78,0.57,2.62,1.6,0.1,Soyabean
7.12,0.63,1.29,40,82,75,20.37,0.63,0.52,2.86,1.15,0.12,Soyabean
7.47,0.7,1.85,47,83,67,17.29,0.74,0.58,2.72,1.25,0.16,Soyabean
6.05,0.66,1.42,41,101,68,23.23,0.79,0.56,2.73,1.11,0.1,Soyabean
6.88,0.68,1.25,59,84,79,23.13,0.66,0.52,2.83,1.3,0.13,Soyabean
6.23,0.64,1.82,56,103,68,17.4,0.6,0.54,2.77,1.46,0.09,Soyabean
6.09,0.64,1.14,41,92,67,21.87,0.61,0.57,2.76,1.46,0.09,Soyabean
6.7,0.6,1.2,44,110,74,16.99,0.77,0.54,2.95,1.64,0.12,Soyabean
6.4,0.66,1.92,43,109,70,22.69,0.77,0.58,2.94,1.13,0.1,Soyabean
6.84,0.74,1.54,44,82,79,18.22,0.7,0.58,2.77,1.73,0.16,Soyabean
6.14,0.66,1.76,41,114,73,22.07,0.61,0.58,2.61,1.42,0.1,Soyabean
7.02,0.69,1.87,55,87,71,22.98,0.8,0.52,2.93,1.42,0.09,Soyabean
6.46,0.75,1.07,46,93,73,18.83,0.71,0.55,2.79,1.69,0.09,Soyabean
6.17,0.74,1.41,43,116,71,20.95,0.8,0.57,2.91,1.45,0.1,Soyabean
7.25,0.63,1.26,44,90,66,24.56,0.61,0.56,2.97,1.64,0.15,Soyabean
6.09,0.65,1.21,55,99,70,21.62,0.63,0.51,2.97,1.38,0.11,Soyabean
6.26,0.69,1.33,48,83,71,24.54,0.63,0.54,2.78,1.48,0.12,Soyabean
7.45,0.7,1.91,46,101,69,17.13,0.61,0.55,2.59,1.27,0.12,Soyabean
6.62,0.61,1.53,50,102,66,16.96,0.7,0.53,2.82,1.46,0.11,Soyabean
7.19,0.76,1.72,54,98,72,21.33,0.62,0.56,2.84,1.61,0.12,Soyabean
